method,file_size,time
fastread,1024,506890
fastread,1024,465872
fastread,1024,516960
fastread,1024,450132
fastread,1024,460178
fastread,1024,463880
fastread,1024,484497
fastread,1024,471165
fastread,1024,462226
fastread,1024,464782
fastread,1024,408245
fastread,1024,467409
fastread,1024,462006
fastread,1024,483534
fastread,1024,468920
fastread,1024,467391
fastread,1024,459597
fastread,1024,459867
fastread,1024,404219
fastread,1024,444244
fastread,1024,413036
fastread,1024,471504
fastread,1024,468734
fastread,1024,463239
fastread,1024,458373
fastread,1024,465365
fastread,1024,383370
fastread,1024,456922
fastread,1024,453076
fastread,1024,462719
fastread,1024,457939
fastread,1024,476679
fastread,1024,342314
fastread,1024,493392
fastread,1024,411374
fastread,1024,466858
fastread,1024,460264
fastread,1024,463879
fastread,1024,461273
fastread,1024,467322
fastread,1024,467307
fastread,1024,337003
fastread,1024,360914
fastread,1024,450011
fastread,1024,460924
fastread,1024,488614
fastread,1024,465927
fastread,1024,459894
fastread,1024,468681
fastread,1024,484155
fastread,1024,402541
fastread,1024,491526
fastread,1024,350831
fastread,1024,451048
fastread,1024,463123
fastread,1024,324320
fastread,1024,454964
fastread,1024,509795
fastread,1024,349324
fastread,1024,471279
fastread,1024,456478
fastread,1024,468871
fastread,1024,463474
fastread,1024,396864
fastread,1024,417753
fastread,1024,423426
fastread,1024,357666
fastread,1024,462738
fastread,1024,464299
fastread,1024,461818
fastread,1024,458315
fastread,1024,470815
fastread,1024,346778
fastread,1024,441791
fastread,1024,422138
fastread,1024,460811
fastread,1024,464099
fastread,1024,460450
fastread,1024,481401
fastread,1024,473953
fastread,1024,463933
fastread,1024,462649
fastread,1024,411790
fastread,1024,471419
fastread,1024,458764
fastread,1024,483199
fastread,1024,478173
fastread,1024,453618
fastread,1024,462027
fastread,1024,462309
fastread,1024,360121
fastread,1024,441759
fastread,1024,488737
fastread,1024,469537
fastread,1024,470859
fastread,1024,467773
fastread,1024,486925
fastread,1024,476327
fastread,1024,392005
fastread,1024,469538
fastread,1024,475597
fastread,1024,472166
fastread,1024,477635
fastread,1024,367203
fastread,1024,389387
fastread,1024,284010
fastread,1024,299587
fastread,1024,272035
fastread,1024,313126
fastread,1024,319454
fastread,1024,443479
fastread,1024,489393
fastread,1024,487583
fastread,1024,490508
fastread,1024,356897
fastread,1024,374399
fastread,1024,328353
fastread,1024,275394
fastread,1024,273077
fastread,1024,248337
fastread,1024,271645
fastread,1024,320144
fastread,1024,256431
fastread,1024,254727
fastread,1024,261831
fastread,1024,327915
fastread,1024,234969
fastread,1024,251266
fastread,1024,163726
fastread,1024,254287
fastread,1024,247493
fastread,1024,253310
fastread,1024,258492
fastread,1024,259146
fastread,1024,236169
fastread,1024,234158
fastread,1024,270482
fastread,1024,278292
fastread,1024,259324
fastread,1024,270046
fastread,1024,282840
fastread,1024,256474
fastread,1024,259178
fastread,1024,238790
fastread,1024,239435
fastread,1024,253634
fastread,1024,234670
fastread,1024,228308
fastread,1024,241842
fastread,1024,236781
fastread,1024,233666
fastread,1024,155688
fastread,1024,129702
fastread,1024,129396
fastread,1024,131575
fastread,1024,127359
